date,OMI1,OMI2,phase,phase_angle,magnitude
1940-01-02,0.23815,-0.73373,1.0,17.982105173726495,0.7714112
1940-01-03,0.27264,-0.60648,1.0,24.206058087589724,0.6649441
1940-01-04,0.28488,-0.46033,1.0,31.751723728011513,0.5413505
1940-01-05,0.27304,-0.30276,1.0,42.0452921217354,0.4076941
1940-01-06,0.23752,-0.14112,2.0,59.2837829128856,0.2762799
1940-01-07,0.18026,0.01785,3.0,95.65519994322085,0.1811416
1940-01-08,0.10399,0.16828,4.0,148.28566932018478,0.1978183
1940-01-09,0.01181,0.30525,4.0,177.78435436535932,0.3054784
1940-01-10,-0.0931,0.42469,5.0,192.36471427798213,0.4347749
1940-01-11,-0.20746,0.52337,5.0,201.62300861468927,0.5629883
1940-01-12,-0.32785,0.59878,5.0,208.7020264114054,0.6826589
1940-01-13,-0.45056,0.64904,5.0,214.76816885524084,0.7900995
1940-01-14,-0.57151,0.67286,5.0,220.343717812095,0.8828161
1940-01-15,-0.68617,0.66944,6.0,225.707068943406,0.958634
1940-01-16,-0.78962,0.63849,6.0,231.04085277923255,1.015465
1940-01-17,-0.87663,0.58034,6.0,236.49494367386626,1.0513204
1940-01-18,-0.94192,0.49607,6.0,242.22609341240994,1.0645649
1940-01-19,-0.98037,0.38776,6.0,248.42000696965556,1.054269
1940-01-20,-0.98742,0.25876,6.0,255.31546201376392,1.020762
1940-01-21,-0.95947,0.114,6.0,263.22413394414093,0.9662188
1940-01-22,-0.8944,-0.03996,7.0,272.5581594032725,0.8952922
1940-01-23,-0.79224,-0.19511,7.0,283.83527041282287,0.8159119
1940-01-24,-0.65566,-0.3427,7.0,297.59514324894036,0.7398198
1940-01-25,-0.49019,-0.47424,7.0,314.0525135278931,0.6820483
1940-01-26,-0.30393,-0.58256,8.0,332.44829763147584,0.6570765
1940-01-27,-0.10661,-0.66253,8.0,350.85869890422987,0.6710527
1940-01-28,0.09154,-0.7111,1.0,7.335351896564276,0.7169678
1940-01-29,0.28085,-0.72682,1.0,21.126995106016608,0.7791945
1940-01-30,0.45309,-0.70926,1.0,32.57128432865471,0.8416296
1940-01-31,0.6018,-0.65854,1.0,42.42230756377515,0.8920977
1940-02-01,0.72255,-0.57515,2.0,51.48020077058183,0.9235128
1940-02-02,0.81285,-0.46007,2.0,60.4903044275421,0.934018
1940-02-03,0.87203,-0.3151,2.0,70.13314545650272,0.9272133
1940-02-04,0.90096,-0.14321,2.0,80.9682422085795,0.9122708
1940-02-05,0.90178,0.05122,3.0,93.25083729156256,0.9032335
1940-02-06,0.87761,0.26216,3.0,106.63195786272797,0.9159297
1940-02-07,0.83228,0.48208,3.0,120.0806301247526,0.9618165
1940-02-08,0.77029,0.70214,3.0,132.35001139924378,1.0422798
1940-02-09,0.69678,0.91274,4.0,142.64211254846333,1.1483017
1940-02-10,0.61755,1.10409,4.0,150.7804317259532,1.2650623
1940-02-11,0.53901,1.267,4.0,156.9540189426914,1.376888
1940-02-12,0.46773,1.39346,4.0,161.44511272459744,1.4698647
1940-02-13,0.40964,1.47716,4.0,164.50045827250415,1.5329078
1940-02-14,0.36916,1.51374,4.0,166.29464228586733,1.5581039
1940-02-15,0.34836,1.50086,4.0,166.93263558562194,1.540758
1940-02-16,0.34655,1.43827,4.0,166.45285484993934,1.4794314
1940-02-17,0.36037,1.32784,4.0,164.81591957558695,1.3758727
1940-02-18,0.38431,1.17362,4.0,161.86860738243877,1.2349405
1940-02-19,0.41148,0.98188,4.0,157.26272820738177,1.0646145
1940-02-20,0.43456,0.76086,4.0,150.26744689929006,0.8762137
1940-02-21,0.44667,0.52046,4.0,139.36309506905144,0.6858518
1940-02-22,0.44211,0.27162,3.0,121.56540061025008,0.5188822
1940-02-23,0.41693,0.02556,3.0,93.50814185074567,0.4177127
1940-02-24,0.36915,-0.20695,2.0,60.724477325336125,0.4232021
1940-02-25,0.29883,-0.41635,1.0,35.66842100783839,0.5124907
1940-02-26,0.20786,-0.59476,1.0,19.263780723484757,0.6300359
1940-02-27,0.09978,-0.73637,1.0,7.716723526070609,0.7430995
1940-02-28,-0.02057,-0.83749,8.0,358.59301332295195,0.8377426
1940-02-29,-0.14719,-0.89653,8.0,350.6765011039134,0.9085323
1940-03-01,-0.2608,-0.91656,8.0,344.1167104559867,0.9529422
1940-03-02,-0.37972,-0.89606,8.0,337.03440775058425,0.9731961
1940-03-03,-0.48433,-0.83994,8.0,330.03119654051295,0.9695746
1940-03-04,-0.56669,-0.75417,8.0,323.0784763411108,0.9433504
1940-03-05,-0.62011,-0.64649,8.0,316.1931503019463,0.8958157
1940-03-06,-0.63984,-0.52597,7.0,309.42135468743237,0.8282751
1940-03-07,-0.62384,-0.40229,7.0,302.8163858513385,0.7423028
1940-03-08,-0.57307,-0.28482,7.0,296.4277139018577,0.6399466
1940-03-09,-0.49154,-0.18175,7.0,290.2921899092661,0.5240655
1940-03-10,-0.38591,-0.09931,7.0,284.43135646073586,0.3984834
1940-03-11,-0.26482,-0.04119,7.0,278.84092263123114,0.2680042
1940-03-12,-0.13801,-0.00843,7.0,273.49542826666,0.1382672
1940-03-13,-0.01534,0.00042,6.0,268.4316677316047,0.0153457
1940-03-14,0.09402,-0.01128,2.0,83.15866838961625,0.0946942
1940-03-15,0.18234,-0.0391,2.0,77.8970886507738,0.1864851
1940-03-16,0.2437,-0.07833,2.0,72.18156771226965,0.2559791
1940-03-17,0.27418,-0.1247,2.0,65.54345094158982,0.3012055
1940-03-18,0.27189,-0.17451,2.0,57.30601095433238,0.3230757
1940-03-19,0.23684,-0.2245,2.0,46.53219181789299,0.3263333
1940-03-20,0.17098,-0.27146,1.0,32.204913725961205,0.3208188
1940-03-21,0.07818,-0.31197,1.0,14.068649113261358,0.3216168
1940-03-22,-0.03591,-0.34255,8.0,354.01546129546705,0.3444271
1940-03-23,-0.16408,-0.36011,8.0,335.50416088408184,0.395729
1940-03-24,-0.29801,-0.3625,8.0,320.57649411715386,0.469272
1940-03-25,-0.42893,-0.34896,7.0,309.1303995569853,0.5529503
1940-03-26,-0.54845,-0.32038,7.0,300.2915649990526,0.6351699
1940-03-27,-0.64928,-0.27923,7.0,293.27065394388524,0.7067772
1940-03-28,-0.72599,-0.22924,7.0,287.5241330755895,0.7613228
1940-03-29,-0.77549,-0.17489,7.0,282.7088436284547,0.7949662
1940-03-30,-0.79731,-0.12091,7.0,278.62305608063207,0.8064257
1940-03-31,-0.79351,-0.07168,7.0,275.16168024381955,0.796741
1940-04-01,-0.76839,-0.0308,7.0,272.2954044068745,0.769007
1940-04-02,-0.72786,-0.00079,7.0,270.0621872998122,0.7278604
1940-04-03,-0.67865,0.01707,6.0,268.5591501115181,0.6788647
1940-04-04,-0.62752,0.02268,6.0,267.93010118211714,0.6279297
1940-04-05,-0.5804,0.01695,6.0,268.32720966442974,0.5806474
1940-04-06,-0.54168,0.00162,6.0,269.82864627440597,0.5416824
1940-04-07,-0.51379,-0.02105,7.0,272.34609863950305,0.5142211
1940-04-08,-0.49694,-0.04851,7.0,275.5754012407772,0.4993021
1940-04-09,-0.48921,-0.07802,7.0,279.06131458199263,0.4953923
1940-04-10,-0.48686,-0.10683,7.0,282.3760741850759,0.4984429
1940-04-11,-0.4848,-0.13215,7.0,285.2476182737888,0.5024885
1940-04-12,-0.47719,-0.15135,7.0,287.59742708699827,0.5006167
1940-04-13,-0.45804,-0.16203,7.0,289.4810498091422,0.4858543
1940-04-14,-0.42173,-0.16233,7.0,291.05244000321306,0.4518929
1940-04-15,-0.36359,-0.15109,7.0,292.565351179042,0.3937333
1940-04-16,-0.28027,-0.12803,7.0,294.55137116034916,0.3081281
1940-04-17,-0.17021,-0.09371,7.0,298.83521060262484,0.1943013
1940-04-18,-0.03391,-0.04933,8.0,325.494927704122,0.059861
1940-04-19,0.12587,0.0035,3.0,91.59278277328612,0.1259187
1940-04-20,0.30406,0.06314,3.0,101.73111095932205,0.3105465
1940-04-21,0.4935,0.12803,3.0,104.54376215800046,0.5098372
1940-04-22,0.68533,0.19682,3.0,106.02354226477007,0.7130325
1940-04-23,0.86959,0.26822,3.0,107.14207553192657,0.9100158
1940-04-24,1.03608,0.34073,3.0,108.20420339025796,1.0906689
1940-04-25,1.17519,0.41236,3.0,109.33535687359394,1.2454365
1940-04-26,1.27885,0.48051,3.0,110.59300760497545,1.3661431
1940-04-27,1.34131,0.54196,3.0,112.00130666438973,1.4466628
1940-04-28,1.3597,0.59329,3.0,113.57351552270555,1.4835017
1940-04-29,1.33419,0.63136,3.0,115.32425972136524,1.4760348
1940-04-30,1.26793,0.65386,3.0,117.2797473959491,1.4265971
1940-05-01,1.16657,0.65962,3.0,119.48535572351233,1.3401433
1940-05-02,1.03765,0.64875,3.0,122.01406818405826,1.2237623
1940-05-03,0.88986,0.62239,3.0,124.96988914814213,1.0859189
1940-05-04,0.7323,0.58229,3.0,128.49004447008704,0.935588
1940-05-05,0.57384,0.53043,3.0,132.74880258840787,0.78144
1940-05-06,0.42253,0.46867,4.0,137.96372198946477,0.6310176
1940-05-07,0.28521,0.39865,4.0,144.41856838405147,0.4901699
1940-05-08,0.16717,0.32181,4.0,152.54956669851697,0.3626396
1940-05-09,0.07203,0.2397,4.0,163.27444403140004,0.2502887
1940-05-10,0.00171,0.1543,4.0,179.36505656373984,0.1543095
1940-05-11,-0.04364,0.06827,5.0,212.58779577978504,0.0810262
1940-05-12,-0.0656,-0.01484,7.0,282.746872131103,0.0672576
1940-05-13,-0.06765,-0.09081,8.0,323.3152891490406,0.1132386
1940-05-14,-0.05525,-0.15535,8.0,340.4221448440113,0.1648823
1940-05-15,-0.03581,-0.20505,8.0,350.0937508427504,0.2081535
1940-05-16,-0.01794,-0.23844,8.0,355.6972267509993,0.2391139
1940-05-17,-0.01009,-0.25643,8.0,357.7466898004554,0.2566284
1940-05-18,-0.01884,-0.26199,8.0,355.8868752801477,0.2626665
1940-05-19,-0.04767,-0.25911,8.0,349.57552611632724,0.2634586
1940-05-20,-0.09659,-0.25187,8.0,339.01860657122734,0.2697557
1940-05-21,-0.16247,-0.24386,8.0,326.32674397890355,0.2930259
1940-05-22,-0.23976,-0.23811,7.0,314.80216866405976,0.3379071
1940-05-23,-0.32127,-0.23713,7.0,306.43110550687425,0.3993057
1940-05-24,-0.39904,-0.24306,7.0,301.34609005772063,0.4672377
1940-05-25,-0.46504,-0.25774,7.0,298.99661815991465,0.531688
1940-05-26,-0.5119,-0.28259,7.0,298.9005162702441,0.5847211
1940-05-27,-0.5333,-0.31838,7.0,300.8371935687243,0.6211076
1940-05-28,-0.52445,-0.36488,7.0,304.8278179937851,0.6388937
1940-05-29,-0.48225,-0.42043,7.0,311.0822184698567,0.6397862
1940-05-30,-0.40551,-0.48161,8.0,319.9030126190173,0.6295924
1940-05-31,-0.29513,-0.543,8.0,331.4751460299204,0.6180216
1940-06-01,-0.15443,-0.59742,8.0,345.50659090600607,0.6170569
1940-06-02,0.01064,-0.63662,1.0,0.9575105093825584,0.6367089
1940-06-03,0.19125,-0.65263,1.0,16.332962305845257,0.6800753
1940-06-04,0.37616,-0.63938,1.0,30.4691476739481,0.7418242
1940-06-05,0.55282,-0.59408,1.0,42.939659255324614,0.8115054
1940-06-06,0.70907,-0.51763,2.0,53.87008671174233,0.8779072
1940-06-07,0.83475,-0.41392,2.0,63.62497886234196,0.9317389
1940-06-08,0.92271,-0.28858,2.0,72.63278828332591,0.9667845
1940-06-09,0.96906,-0.14777,2.0,81.329871700148,0.9802619
1940-06-10,0.97293,0.00256,3.0,90.15075787266848,0.9729334
1940-06-11,0.93597,0.15695,3.0,99.51919346892647,0.949038
1940-06-12,0.86184,0.3104,3.0,109.80697416550836,0.916033
1940-06-13,0.75561,0.45832,3.0,121.23916945146485,0.8837441
1940-06-14,0.62328,0.59651,3.0,133.74276569029206,0.8627295
1940-06-15,0.47119,0.72109,4.0,146.83774014161312,0.8613889
1940-06-16,0.30556,0.82864,4.0,159.75860839349733,0.8831824
1940-06-17,0.13211,0.91623,4.0,171.7951456430978,0.9257054
1940-06-18,-0.04425,0.98148,5.0,182.5814306077877,0.982477
1940-06-19,-0.21951,1.02265,5.0,192.1146136762849,1.0459435
1940-06-20,-0.39054,1.03862,5.0,200.60717312167606,1.1096184
1940-06-21,-0.55493,1.02885,5.0,208.3410563674458,1.1689651
1940-06-22,-0.71075,0.99342,5.0,215.58211767451678,1.2214944
1940-06-23,-0.85624,0.93297,5.0,222.54438381438183,1.2663254
1940-06-24,-0.98965,0.84872,6.0,229.38373774356725,1.303738
1940-06-25,-1.10897,0.74251,6.0,236.19574423810317,1.334592
1940-06-26,-1.21198,0.61681,6.0,243.02720350264894,1.3599081
1940-06-27,-1.29621,0.47477,6.0,249.88345383933955,1.3804228
1940-06-28,-1.35911,0.3202,6.0,256.7431270949387,1.3963194
1940-06-29,-1.39825,0.15745,6.0,263.5752700940971,1.4070868
1940-06-30,-1.41155,-0.00865,7.0,270.3511050186935,1.4115765
1940-07-01,-1.39748,-0.17304,7.0,277.0586004156168,1.4081525
1940-07-02,-1.35526,-0.33056,7.0,283.7073113699565,1.3949909
1940-07-03,-1.285,-0.4763,7.0,290.3378027367146,1.370433
1940-07-04,-1.18781,-0.6057,7.0,297.0184004425213,1.3333286
1940-07-05,-1.0659,-0.7148,7.0,303.8460818405076,1.2833868
1940-07-06,-0.92261,-0.80028,7.0,310.93865549315865,1.2213342
1940-07-07,-0.76243,-0.85968,8.0,318.43093441344274,1.1490645
1940-07-08,-0.59092,-0.89141,8.0,326.4594095930079,1.0694849
1940-07-09,-0.41456,-0.89497,8.0,335.14590619988417,0.9863221
1940-07-10,-0.24046,-0.87098,8.0,344.56624550843725,0.9035636
1940-07-11,-0.07598,-0.82127,8.0,354.714312517003,0.8247771
1940-07-12,0.0718,-0.74897,1.0,5.475925363989802,0.7524037
1940-07-13,0.19658,-0.65845,1.0,16.622974918894215,0.6871682
1940-07-14,0.29348,-0.55516,1.0,27.862739046257587,0.6279595
1940-07-15,0.35951,-0.4454,1.0,38.909153940347494,0.5723885
1940-07-16,0.39396,-0.33589,2.0,49.54911504357128,0.5177128
1940-07-17,0.39856,-0.2333,2.0,59.65711671970914,0.4618213
1940-07-18,0.37747,-0.14374,2.0,69.15324301449307,0.4039119
1940-07-19,0.33696,-0.07226,2.0,77.89641786206933,0.3446209
1940-07-20,0.28492,-0.02251,2.0,85.4827508677258,0.2858078
1940-07-21,0.23021,0.00352,3.0,90.87600637973978,0.2302369
1940-07-22,0.182,0.00554,3.0,91.74351998047686,0.1820843
1940-07-23,0.14904,-0.01501,2.0,84.24906335724482,0.1497939
1940-07-24,0.13907,-0.05515,2.0,68.3685607381104,0.1496061
1940-07-25,0.15824,-0.11047,2.0,55.080460192269925,0.1929858
1940-07-26,0.21072,-0.17536,2.0,50.23296290398875,0.2741424
1940-07-27,0.29827,-0.24319,2.0,50.80843104767277,0.3848459
1940-07-28,0.42002,-0.30672,2.0,53.861177482756375,0.5200903
1940-07-29,0.57232,-0.35844,2.0,57.941374962513535,0.6752995
1940-07-30,0.7487,-0.39125,2.0,62.409671171775074,0.8447652
1940-07-31,0.94008,-0.39912,2.0,66.99588342930679,1.0212969
1940-08-01,1.13527,-0.37787,2.0,71.59018834192527,1.1965048
1940-08-02,1.32169,-0.32578,2.0,76.15332823098761,1.3612483
1940-08-03,1.48641,-0.24388,2.0,80.68231863316866,1.5062842
1940-08-04,1.61727,-0.13587,2.0,85.19774698784342,1.6229674
1940-08-05,1.70387,-0.00763,2.0,89.74342885573849,1.7038871
1940-08-06,1.73845,0.13349,3.0,94.39094270332092,1.7435677
1940-08-07,1.71638,0.27948,3.0,99.24836643940267,1.7389852
1940-08-08,1.6364,0.42239,3.0,104.47335439191876,1.690035
1940-08-09,1.50055,0.55479,3.0,110.2905849219169,1.5998257
1940-08-10,1.31397,0.67017,3.0,117.02314915168353,1.4750067
1940-08-11,1.08451,0.76306,3.0,125.1301752770066,1.3260552
1940-08-12,0.8223,0.82913,4.0,135.23696308222168,1.1677474
1940-08-13,0.53916,0.86528,4.0,148.07277410473185,1.0195111
1940-08-14,0.24805,0.86968,4.0,164.08079850240875,0.9043628
1940-08-15,-0.03757,0.84192,5.0,182.55508278933755,0.8427579
1940-08-16,-0.30446,0.78317,5.0,201.2437620359604,0.8402685
1940-08-17,-0.54036,0.69633,5.0,217.81186960026884,0.8813991
1940-08-18,-0.7347,0.58612,6.0,231.4182619789853,0.9398515
1940-08-19,-0.87944,0.45897,6.0,242.4404424419277,0.9920021
1940-08-20,-0.96973,0.32269,6.0,251.59448017370772,1.0220103
1940-08-21,-1.0044,0.18587,6.0,259.5156930928283,1.0214534
1940-08-22,-0.98614,0.05708,6.0,266.6872877707432,0.9877906
1940-08-23,-0.92137,-0.05608,7.0,273.4830613577528,0.9230751
1940-08-24,-0.81961,-0.14766,7.0,280.21278961534045,0.8328049
1940-08-25,-0.6927,-0.21393,7.0,287.16251845483407,0.7249823
1940-08-26,-0.55382,-0.25354,7.0,294.5984097748909,0.609097
1940-08-27,-0.41639,-0.26732,7.0,302.7002310278174,0.4948137
1940-08-28,-0.29319,-0.25799,7.0,311.3458828574353,0.3905371
1940-08-29,-0.19546,-0.22969,8.0,319.60311223318536,0.3015993
1940-08-30,-0.13218,-0.18755,8.0,324.82488825444784,0.2294484
1940-08-31,-0.10948,-0.13732,8.0,321.43598014018426,0.1756208
1940-09-01,-0.13016,-0.08497,7.0,303.13698137801475,0.1554398
1940-09-02,-0.19341,-0.03634,7.0,280.6412960311586,0.1967944
1940-09-03,-0.29479,0.00331,6.0,269.35669099778545,0.2948086
1940-09-04,-0.4264,0.02979,6.0,266.00358264668523,0.4274394
1940-09-05,-0.57745,0.04041,6.0,265.9969625506749,0.5788622
1940-09-06,-0.73503,0.03444,6.0,267.31735507287135,0.7358364
1940-09-07,-0.88524,0.01327,6.0,269.14118425282317,0.8853394
1940-09-08,-1.01431,-0.01965,7.0,271.1098394496074,1.0145004
1940-09-09,-1.10986,-0.05919,7.0,273.05275210408513,1.1114372
1940-09-10,-1.16191,-0.09921,7.0,274.8803782530308,1.1661379
1940-09-11,-1.16374,-0.13333,7.0,276.5358945814038,1.171353
1940-09-12,-1.11235,-0.15574,7.0,277.97016609821776,1.1231996
1940-09-13,-1.00872,-0.16185,7.0,279.1154631917133,1.0216221
1940-09-14,-0.85771,-0.14869,7.0,279.8348783013842,0.8705028
1940-09-15,-0.66769,-0.1151,7.0,279.7808265386449,0.6775381
1940-09-16,-0.45001,-0.06164,7.0,277.79953732358047,0.454212
1940-09-17,-0.21822,0.00957,6.0,267.48891258089515,0.2184297
1940-09-18,0.01281,0.09514,4.0,172.33160322503207,0.0959985
1940-09-19,0.22796,0.19054,3.0,129.8905099996965,0.2971048
1940-09-20,0.41296,0.29031,3.0,125.10713660113879,0.5047929
1940-09-21,0.55551,0.38808,3.0,124.93819931183523,0.677641
1940-09-22,0.64644,0.47675,3.0,126.40880327183237,0.803228
1940-09-23,0.68054,0.54881,3.0,128.88385463917666,0.874258
1940-09-24,0.65714,0.59696,3.0,132.25267759384838,0.887803
1940-09-25,0.58024,0.615,4.0,136.6658077922449,0.8455197
1940-09-26,0.45808,0.59878,4.0,142.58320857392525,0.7539063
1940-09-27,0.30229,0.54707,4.0,151.07663565443158,0.6250319
1940-09-28,0.12673,0.46192,4.0,164.65811901199706,0.4789891
1940-09-29,-0.05373,0.34855,5.0,188.76333144279226,0.352667
1940-09-30,-0.22437,0.21469,6.0,226.26300120515606,0.3105378
1940-10-01,-0.37165,0.06958,6.0,259.39589009721396,0.3781073
1940-10-02,-0.48397,-0.07708,7.0,279.049270790274,0.4900697
1940-10-03,-0.55243,-0.21624,7.0,291.3770744747204,0.5932441
1940-10-04,-0.57133,-0.34026,7.0,300.77624035613337,0.6649773
1940-10-05,-0.53855,-0.44353,7.0,309.47361584948453,0.6976783
1940-10-06,-0.45576,-0.52262,8.0,318.9093697639514,0.6934327
1940-10-07,-0.32835,-0.57628,8.0,330.3265862405256,0.6632589
1940-10-08,-0.1651,-0.60505,8.0,344.73726947593957,0.627171
1940-10-09,0.02236,-0.61089,1.0,2.0962234847659147,0.611299
1940-10-10,0.22042,-0.59666,1.0,20.275395624126304,0.6360725
1940-10-11,0.41453,-0.56588,1.0,36.2242853404984,0.7014666
1940-10-12,0.59034,-0.52258,2.0,48.48414566814864,0.7884105
1940-10-13,0.73494,-0.47154,2.0,57.31563138594312,0.8732049
1940-10-14,0.83805,-0.41862,2.0,63.45710432775914,0.9367873
1940-10-15,0.89303,-0.37105,2.0,67.43733232375095,0.9670474
1940-10-16,0.89775,-0.337,2.0,69.42472331602696,0.9589182
1940-10-17,0.85473,-0.32433,2.0,69.22059213547986,0.9141955
1940-10-18,0.77065,-0.33852,2.0,66.28577024117749,0.8417228
1940-10-19,0.65513,-0.38088,2.0,59.827103203452666,0.7578027
1940-10-20,0.51162,-0.45634,2.0,48.2685999308639,0.6855664
1940-10-21,0.35956,-0.54249,1.0,33.53624323469856,0.6508293
1940-10-22,0.21208,-0.63227,1.0,18.54280839642709,0.6668907
1940-10-23,0.08165,-0.71792,1.0,6.488445721164993,0.7225481
1940-10-24,-0.021,-0.79169,8.0,358.480555149,0.7919685
1940-10-25,-0.08769,-0.84645,8.0,354.0854065872686,0.8509801
1940-10-26,-0.11344,-0.87626,8.0,352.62355534446635,0.8835724
1940-10-27,-0.09685,-0.87685,8.0,353.69710411831835,0.8821824
1940-10-28,-0.04006,-0.84592,8.0,357.2886852219931,0.846868
1940-10-29,0.05141,-0.78333,1.0,3.754940772904007,0.7850152
1940-10-30,0.16929,-0.69106,1.0,13.764759837263426,0.7114936
1940-10-31,0.30326,-0.57302,1.0,27.889184818225175,0.6483198
1940-11-01,0.44185,-0.43475,2.0,45.46405560042089,0.6198701
1940-11-02,0.57345,-0.28295,2.0,63.73748343498971,0.6394573
1940-11-03,0.68726,-0.125,2.0,79.6916320885792,0.6985351
1940-11-04,0.77409,0.03167,3.0,92.34281017482256,0.7747375
1940-11-05,0.82715,0.18001,3.0,102.27765661518657,0.8465109
1940-11-06,0.84241,0.31389,3.0,110.43587341082807,0.8989892
1940-11-07,0.81889,0.42848,3.0,117.62058318005933,0.9242164
1940-11-08,0.75859,0.52047,3.0,124.4540903439609,0.9199716
1940-11-09,0.66621,0.58827,3.0,131.44482138775174,0.8887617
1940-11-10,0.5395,0.64299,4.0,140.00170848412807,0.8393428
1940-11-11,0.4142,0.6532,4.0,147.62084813015952,0.7734545
1940-11-12,0.28366,0.64782,4.0,156.3529010744382,0.7072014
1940-11-13,0.1556,0.63257,4.0,166.18070415925388,0.6514263
1940-11-14,0.03729,0.61243,4.0,176.51564243928902,0.6135642
1940-11-15,-0.06491,0.59134,5.0,186.2641444349067,0.5948918
1940-11-16,-0.14592,0.57226,5.0,194.30495958835195,0.590571
1940-11-17,-0.20233,0.55738,5.0,199.95099348120152,0.592967
1940-11-18,-0.23262,0.54844,5.0,202.98415571976972,0.5957336
1940-11-19,-0.23726,0.54706,5.0,203.44638450946354,0.5962943
1940-11-20,-0.21862,0.55493,5.0,201.50243643650103,0.5964411
1940-11-21,-0.18077,0.57389,5.0,197.48394140596676,0.6016872
1940-11-22,-0.12906,0.6057,5.0,192.02846004742054,0.6192972
1940-11-23,-0.06969,0.65178,5.0,186.10302563394805,0.6554952
1940-11-24,-0.00909,0.71283,5.0,180.73059552468928,0.7128879
1940-11-25,0.0466,0.78851,4.0,176.61782175591796,0.7898858
1940-11-26,0.09204,0.87731,4.0,174.0109165401077,0.8821248
1940-11-27,0.12304,0.97655,4.0,172.81888240598215,0.9842707
1940-11-28,0.13674,1.08251,4.0,172.80066765081258,1.0911121
1940-11-29,0.13168,1.19053,4.0,173.6883862811368,1.19779
1940-11-30,0.10779,1.29528,4.0,175.24294775494835,1.2997572
1940-12-01,0.06638,1.39087,4.0,177.26760217418916,1.3924531
1940-12-02,0.01007,1.47121,4.0,179.6078333551124,1.4712445
1940-12-03,-0.05737,1.53029,5.0,182.1469918848752,1.531365
1940-12-04,-0.13134,1.5626,5.0,184.80454439643376,1.56811
1940-12-05,-0.20701,1.56345,5.0,187.54242704121535,1.577095
1940-12-06,-0.28011,1.5292,5.0,190.38003687210724,1.5546428
1940-12-07,-0.34763,1.45734,5.0,193.4164667383712,1.4982277
1940-12-08,-0.40831,1.34646,5.0,196.86977141109563,1.4070081
1940-12-09,-0.46275,1.19625,5.0,201.14815764931984,1.2826346
1940-12-10,-0.51309,1.00754,5.0,206.98748083122462,1.1306628
1940-12-11,-0.56243,0.78238,5.0,215.71124825897016,0.963559
1940-12-12,-0.61413,0.52423,6.0,229.5154627317352,0.8074483
1940-12-13,-0.67103,0.23799,6.0,250.47225019588836,0.7119834
1940-12-14,-0.73482,-0.06993,7.0,275.43624764410674,0.73814
1940-12-15,-0.80559,-0.39178,7.0,295.93489624217455,0.8958051
1940-12-16,-0.88162,-0.71871,7.0,309.1874412294687,1.1374524
1940-12-17,-0.95938,-1.04114,8.0,317.3403401914135,1.4157621
1940-12-18,-1.03382,-1.34925,8.0,322.5400045884202,1.6997821
1940-12-19,-1.09883,-1.6335,8.0,326.0718929234293,1.9686923
1940-12-20,-1.14778,-1.88519,8.0,328.66525248223024,2.2071114
1940-12-21,-1.17421,-2.09683,8.0,330.7514815277263,2.4032197
1940-12-22,-1.1724,-2.26246,8.0,332.6069444176029,2.5481851
1940-12-23,-1.13795,-2.37781,8.0,334.4255930389421,2.6360786
1940-12-24,-1.06831,-2.44022,8.0,336.3565574795882,2.6638243
1940-12-25,-0.96323,-2.44847,8.0,338.5252852651534,2.631125
1940-12-26,-0.82517,-2.4026,8.0,341.04502924526895,2.5403528
1940-12-27,-0.65961,-2.30381,8.0,344.0229115791821,2.3963776
1940-12-28,-0.47508,-2.15455,8.0,347.56521525239697,2.2063062
1940-12-29,-0.28276,-1.95904,8.0,351.7868771918205,1.979341
1940-12-30,-0.09517,-1.72394,8.0,356.84019738939617,1.7265649
1940-12-31,0.0759,-1.45887,1.0,2.978217624324742,1.4608432
1941-01-01,0.18574,-1.17903,1.0,8.952587009554406,1.1935706
1941-01-02,0.31411,-0.89599,1.0,19.31929420274261,0.9494542
1941-01-03,0.41482,-0.62116,1.0,33.735595739483585,0.7469373
1941-01-04,0.49167,-0.36682,2.0,53.27450249171763,0.61343
1941-01-05,0.55162,-0.14259,2.0,75.50668197456484,0.5697513
1941-01-06,0.60274,0.04548,3.0,94.3151001480129,0.6044534
1941-01-07,0.65244,0.19509,3.0,106.64750641711952,0.6809831
1941-01-08,0.70637,0.30739,3.0,113.51715971846649,0.7703552
1941-01-09,0.76799,0.38643,3.0,116.71019703531758,0.8597307
1941-01-10,0.83856,0.43853,3.0,117.60758848775347,0.9463041
1941-01-11,0.91744,0.47155,3.0,117.2024644297821,1.0315307
1941-01-12,1.00247,0.49422,3.0,116.24340256634937,1.1176759
1941-01-13,1.09033,0.51545,3.0,115.30229229857053,1.20603
1941-01-14,1.17681,0.54368,3.0,114.79668751810505,1.2963294
1941-01-15,1.25705,0.5863,3.0,115.0047904144256,1.3870554
1941-01-16,1.32553,0.64919,3.0,116.09370951433381,1.4759667
1941-01-17,1.37617,0.73616,3.0,118.14383714337933,1.5606971
1941-01-18,1.40229,0.84862,3.0,121.18095322742418,1.6390768
1941-01-19,1.39678,0.98515,3.0,125.19534612869256,1.709244
1941-01-20,1.35244,1.14116,3.0,130.15695855786504,1.7695593
1941-01-21,1.26273,1.30872,4.0,136.0246172391351,1.8185805
1941-01-22,1.12281,1.4767,4.0,142.75242835325884,1.8550863
1941-01-23,0.93082,1.63142,4.0,150.29272761097602,1.8782856
1941-01-24,0.68903,1.75811,4.0,158.59903312560135,1.8883097
